score,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed
1,"Tiket terlalu mahal 2X bayar tiket
Area sholat sempit,voucher antri nggak kebagian.
Mending makanan beli sendiri itu tiket di murahkan.",tiket terlalu mahal 2x bayar tiketarea sholat sempitvoucher antri nggak kebagianmending makanan beli sendiri itu tiket di murahkan,tiket mahal 2x bayar tiketarea sholat sempitvoucher antri nggak kebagianmending makanan beli tiket murahkan,"['tiket', 'mahal', '2x', 'bayar', 'tiketarea', 'sholat', 'sempitvoucher', 'antri', 'nggak', 'kebagianmending', 'makanan', 'beli', 'tiket', 'murahkan']",tiket mahal 2x bayar tiketarea sholat sempitvoucher antri nggak kebagianmending makan beli tiket murah
5,"Sangat cocok untuk wisata edukasi anak anak, letak strategis, menghibur. Perlu diskon harga tiket khususnya bagi rombongan anak sekolah, agar harganya ramah kantong masyarakat umumnya",sangat cocok untuk wisata edukasi anak anak letak strategis menghibur perlu diskon harga tiket khususnya bagi rombongan anak sekolah agar harganya ramah kantong masyarakat umumnya,cocok wisata edukasi anak anak letak strategis menghibur diskon harga tiket rombongan anak sekolah harganya ramah kantong masyarakat,"['cocok', 'wisata', 'edukasi', 'anak', 'anak', 'letak', 'strategis', 'menghibur', 'diskon', 'harga', 'tiket', 'rombongan', 'anak', 'sekolah', 'harganya', 'ramah', 'kantong', 'masyarakat']",cocok wisata edukasi anak anak letak strategis hibur diskon harga tiket rombong anak sekolah harga ramah kantong masyarakat
5,"Versi murahnya taman safari.
Pas weekday di libur sekolah, ber2, 1 dewasa, 1 anak umur 8thn 50rb/org. Dapat voucher makan 10rb. ",versi murahnya taman safaripas weekday di libur sekolah ber2 1 dewasa 1 anak umur 8thn 50rborg dapat voucher makan 10rb ,versi murahnya taman safaripas weekday libur sekolah ber2 1 dewasa 1 anak umur 8thn 50rborg voucher makan 10rb,"['versi', 'murahnya', 'taman', 'safaripas', 'weekday', 'libur', 'sekolah', 'ber2', '1', 'dewasa', '1', 'anak', 'umur', '8thn', '50rborg', 'voucher', 'makan', '10rb']",versi murah taman safaripas weekday libur sekolah ber2 1 dewasa 1 anak umur 8thn 50rborg voucher makan 10rb
5,LIburan,liburan,liburan,['liburan'],libur
5,"bagus
anak saya suka",bagusanak saya suka,bagusanak suka,"['bagusanak', 'suka']",bagusanak suka
5,"resto nya keren, buka sampai malam.",resto nya keren buka sampai malam,resto nya keren buka malam,"['resto', 'nya', 'keren', 'buka', 'malam']",resto nya keren buka malam
5,"Pantai terbaik di pantura,
Bangga menikmatinya...",pantai terbaik di panturabangga menikmatinya,pantai terbaik panturabangga menikmatinya,"['pantai', 'terbaik', 'panturabangga', 'menikmatinya']",pantai baik panturabangga nikmat
5,Keren asik buat mantai,keren asik buat mantai,keren asik mantai,"['keren', 'asik', 'mantai']",keren asik manta
5,"Bagus lah ,setidaknya bisa buat seneng anak"" naik gajah ama onta.amw.lihat lumba"".memang tidak se lebar fan komplit di prigen.bogor dan bali.tp ok lah.tempatnya ok deket pantai jd sore,"" anak"" bisa.berenang.cuma kecewa dengan pelayanan resto nya saja.selebihnya ok.mksh",bagus lah setidaknya bisa buat seneng anak naik gajah ama ontaamwlihat lumbamemang tidak se lebar fan komplit di prigenbogor dan balitp ok lahtempatnya ok deket pantai jd sore anak bisaberenangcuma kecewa dengan pelayanan resto nya sajaselebihnya okmksh,bagus seneng anak gajah ama ontaamwlihat lumbamemang lebar fan komplit prigenbogor balitp ok lahtempatnya ok deket pantai jd sore anak bisaberenangcuma kecewa pelayanan resto nya sajaselebihnya okmksh,"['bagus', 'seneng', 'anak', 'gajah', 'ama', 'ontaamwlihat', 'lumbamemang', 'lebar', 'fan', 'komplit', 'prigenbogor', 'balitp', 'ok', 'lahtempatnya', 'ok', 'deket', 'pantai', 'jd', 'sore', 'anak', 'bisaberenangcuma', 'kecewa', 'pelayanan', 'resto', 'nya', 'sajaselebihnya', 'okmksh']",bagus neng anak gajah ama ontaamwlihat lumbamemang lebar fan komplit prigenbogor balitp ok lahtempatnya ok deket pantai jd sore anak bisaberenangcuma kecewa layan resto nya sajaselebihnya okmksh
5,"Taman Safari versi murahnya dbanding yg d Bogor n Jatim. HTM wkend dewasa 65k, anak:45k dapet voucher makan 20k/tiket. Ada atraksi satwa dilanjut dg dolphin show. Lokasinya asik deket pantai. Setiap malam minggu ada safari prime jam 18.30 ",taman safari versi murahnya dbanding yg d bogor n jatim htm wkend dewasa 65k anak45k dapet voucher makan 20ktiket ada atraksi satwa dilanjut dg dolphin show lokasinya asik deket pantai setiap malam minggu ada safari prime jam 1830 ,taman safari versi murahnya dbanding yg d bogor n jatim htm wkend dewasa 65k anak45k dapet voucher makan 20ktiket atraksi satwa dilanjut dg dolphin show lokasinya asik deket pantai malam minggu safari prime jam 1830,"['taman', 'safari', 'versi', 'murahnya', 'dbanding', 'yg', 'd', 'bogor', 'n', 'jatim', 'htm', 'wkend', 'dewasa', '65k', 'anak45k', 'dapet', 'voucher', 'makan', '20ktiket', 'atraksi', 'satwa', 'dilanjut', 'dg', 'dolphin', 'show', 'lokasinya', 'asik', 'deket', 'pantai', 'malam', 'minggu', 'safari', 'prime', 'jam', '1830']",taman safari versi murah dbanding yg d bogor n jatim htm wkend dewasa 65k anak45k dapet voucher makan 20ktiket atraksi satwa lanjut dg dolphin show lokasi asik deket pantai malam minggu safari prime jam 1830
4,"Pengunjungnya pas ksna rame ada bbrp bis dan Mbl Prbdi
Tp Perawatan nya kurang ya.. ",pengunjungnya pas ksna rame ada bbrp bis dan mbl prbditp perawatan nya kurang ya ,pengunjungnya pas ksna rame bbrp bis mbl prbditp perawatan nya ya,"['pengunjungnya', 'pas', 'ksna', 'rame', 'bbrp', 'bis', 'mbl', 'prbditp', 'perawatan', 'nya', 'ya']",unjung pas ksna rame bbrp bis mbl prbditp awat nya ya
5,Kebun binatang mini di tepi pantai,kebun binatang mini di tepi pantai,kebun binatang mini tepi pantai,"['kebun', 'binatang', 'mini', 'tepi', 'pantai']",kebun binatang mini tepi pantai
5,"Kebun binatang di pinggir pantai,, tempat seru dan asyik buat liburan bersama keluarga,, banyak tempat duduk,, dan tersedia pancuran buat bilas sehabis berenang di pantai,,",kebun binatang di pinggir pantai tempat seru dan asyik buat liburan bersama keluarga banyak tempat duduk dan tersedia pancuran buat bilas sehabis berenang di pantai,kebun binatang pinggir pantai seru asyik liburan keluarga duduk tersedia pancuran bilas sehabis berenang pantai,"['kebun', 'binatang', 'pinggir', 'pantai', 'seru', 'asyik', 'liburan', 'keluarga', 'duduk', 'tersedia', 'pancuran', 'bilas', 'sehabis', 'berenang', 'pantai']",kebun binatang pinggir pantai seru asyik libur keluarga duduk sedia pancur bilas habis renang pantai
3,"untuk resto blu seafood sebenernya makanan dan tempat overall oke, semua menu recommended rasa juga enak. tapi untuk pelayanannya jelek banget. masa kerja di pelayanan kok ga ramah? ditanyain tapi jawab nya mata ga ngeliat sama yg nanya? ",untuk resto blu seafood sebenernya makanan dan tempat overall oke semua menu recommended rasa juga enak tapi untuk pelayanannya jelek banget masa kerja di pelayanan kok ga ramah ditanyain tapi jawab nya mata ga ngeliat sama yg nanya ,resto blu seafood sebenernya makanan overall oke menu recommended enak pelayanannya jelek banget kerja pelayanan ga ramah ditanyain nya mata ga ngeliat yg nanya,"['resto', 'blu', 'seafood', 'sebenernya', 'makanan', 'overall', 'oke', 'menu', 'recommended', 'enak', 'pelayanannya', 'jelek', 'banget', 'kerja', 'pelayanan', 'ga', 'ramah', 'ditanyain', 'nya', 'mata', 'ga', 'ngeliat', 'yg', 'nanya']",resto blu seafood sebenernya makan overall oke menu recommended enak layan jelek banget kerja layan ga ramah ditanyain nya mata ga ngeliat yg nanya
5,Tempat wisata yang komplit menurutku.puas pokonya bawa anak2 maen ke sini,tempat wisata yang komplit menurutkupuas pokonya bawa anak2 maen ke sini,wisata komplit menurutkupuas pokonya bawa anak2 maen,"['wisata', 'komplit', 'menurutkupuas', 'pokonya', 'bawa', 'anak2', 'maen']",wisata komplit menurutkupuas poko bawa anak2 maen
5,Sangat cocok buat anak-anak,sangat cocok buat anakanak,cocok anakanak,"['cocok', 'anakanak']",cocok anakanak
5,"Josh mantap selain wisata edukasi buat anak"" Tempat ini cocok buat liburan bersama keliarga",josh mantap selain wisata edukasi buat anak tempat ini cocok buat liburan bersama keliarga,josh mantap wisata edukasi anak cocok liburan keliarga,"['josh', 'mantap', 'wisata', 'edukasi', 'anak', 'cocok', 'liburan', 'keliarga']",josh mantap wisata edukasi anak cocok libur keliarga
4,btw tempate cakep cakk tapi harga makanan gak ngotak,btw tempate cakep cakk tapi harga makanan gak ngotak,btw tempate cakep cakk harga makanan gak ngotak,"['btw', 'tempate', 'cakep', 'cakk', 'harga', 'makanan', 'gak', 'ngotak']",btw tempate cakep cakk harga makan gak ngotak
5,Tempat wisata edukasi buat anak-anak. Keren juga atraksi hewan-hewannya,tempat wisata edukasi buat anakanak keren juga atraksi hewanhewannya,wisata edukasi anakanak keren atraksi hewanhewannya,"['wisata', 'edukasi', 'anakanak', 'keren', 'atraksi', 'hewanhewannya']",wisata edukasi anakanak keren atraksi hewanhewannya
5,Tempat cukup menarik cuma tiket klo bisa diturunkan harganya biar masyarakat kecil menengah bisa sering2 berkunjung,tempat cukup menarik cuma tiket klo bisa diturunkan harganya biar masyarakat kecil menengah bisa sering2 berkunjung,menarik tiket klo diturunkan harganya biar masyarakat menengah sering2 berkunjung,"['menarik', 'tiket', 'klo', 'diturunkan', 'harganya', 'biar', 'masyarakat', 'menengah', 'sering2', 'berkunjung']",tarik tiket klo turun harga biar masyarakat tengah sering2 kunjung
5,Cukup bagus,cukup bagus,bagus,['bagus'],bagus
4,jangan bawa makanan dari luar ya :),jangan bawa makanan dari luar ya ,bawa makanan ya,"['bawa', 'makanan', 'ya']",bawa makan ya
5,"HTM, cocok sih untuk semua pertunjukan.. sangat menghibur dan menarik meski wahana hewan masih belum lengkap.",htm cocok sih untuk semua pertunjukan sangat menghibur dan menarik meski wahana hewan masih belum lengkap,htm cocok sih pertunjukan menghibur menarik wahana hewan lengkap,"['htm', 'cocok', 'sih', 'pertunjukan', 'menghibur', 'menarik', 'wahana', 'hewan', 'lengkap']",htm cocok sih tunjuk hibur tarik wahana hewan lengkap
5,Safari mini yang rekomended,safari mini yang rekomended,safari mini rekomended,"['safari', 'mini', 'rekomended']",safari mini rekomended
5,Bersih rapih,bersih rapih,bersih rapih,"['bersih', 'rapih']",bersih rapih
5,Direkomendasikan Pengunjung,direkomendasikan pengunjung,direkomendasikan pengunjung,"['direkomendasikan', 'pengunjung']",rekomendasi unjung
1,"satpam g jelas, tidak ramah ditanya apa2 tidak tahu
foto grafer g jelas, malah nutupin kamera pribadi
area kotor, tidak terjaga kebersihannya",satpam g jelas tidak ramah ditanya apa2 tidak tahufoto grafer g jelas malah nutupin kamera pribadiarea kotor tidak terjaga kebersihannya,satpam g ramah apa2 tahufoto grafer g nutupin kamera pribadiarea kotor terjaga kebersihannya,"['satpam', 'g', 'ramah', 'apa2', 'tahufoto', 'grafer', 'g', 'nutupin', 'kamera', 'pribadiarea', 'kotor', 'terjaga', 'kebersihannya']",satpam g ramah apa2 tahufoto grafer g nutupin kamera pribadiarea kotor jaga bersih
5,Suasana asri,suasana asri,suasana asri,"['suasana', 'asri']",suasana asri
5,bagus tempatnya sangat cocok untuk anak anak tk cukup mengedukasi,bagus tempatnya sangat cocok untuk anak anak tk cukup mengedukasi,bagus tempatnya cocok anak anak tk mengedukasi,"['bagus', 'tempatnya', 'cocok', 'anak', 'anak', 'tk', 'mengedukasi']",bagus tempat cocok anak anak tk edukasi
4,Tempat edukasi untuk anak dan pengenalan lumba-lumba kepada anak. Tapi tempatnya masih belum semuanya dibangun.,tempat edukasi untuk anak dan pengenalan lumbalumba kepada anak tapi tempatnya masih belum semuanya dibangun,edukasi anak pengenalan lumbalumba anak tempatnya dibangun,"['edukasi', 'anak', 'pengenalan', 'lumbalumba', 'anak', 'tempatnya', 'dibangun']",edukasi anak kenal lumbalumba anak tempat bangun
4,"Akses msk Safari beach jateng sdh bagus, tp knp hrs bli tiket msk ke pantai sigandu pdhal kami ga ke pantai sigandu.
Utk zoo lumayan beragam jenis hewannya,bs naik gajah nd onta juga, ada jg ",akses msk safari beach jateng sdh bagus tp knp hrs bli tiket msk ke pantai sigandu pdhal kami ga ke pantai siganduutk zoo lumayan beragam jenis hewannyabs naik gajah nd onta juga ada jg ,akses msk safari beach jateng sdh bagus tp knp hrs bli tiket msk pantai sigandu pdhal ga pantai siganduutk zoo lumayan beragam jenis hewannyabs gajah nd onta jg,"['akses', 'msk', 'safari', 'beach', 'jateng', 'sdh', 'bagus', 'tp', 'knp', 'hrs', 'bli', 'tiket', 'msk', 'pantai', 'sigandu', 'pdhal', 'ga', 'pantai', 'siganduutk', 'zoo', 'lumayan', 'beragam', 'jenis', 'hewannyabs', 'gajah', 'nd', 'onta', 'jg']",akses msk safari beach jateng sdh bagus tp knp hrs bli tiket msk pantai sigandu pdhal ga pantai siganduutk zoo lumayan agam jenis hewannyabs gajah nd onta jg
5,"Puas seharian... ??
Hiburan cukup lengkap,
Atraksi binatang
Akrobatik show ",puas seharian hiburan cukup lengkapatraksi binatangakrobatik show ,puas seharian hiburan lengkapatraksi binatangakrobatik show,"['puas', 'seharian', 'hiburan', 'lengkapatraksi', 'binatangakrobatik', 'show']",puas hari hibur lengkapatraksi binatangakrobatik show
5,"Tempat parkir luas, enak juga selain lumba² juga ada kebun binatang sama laut..
Akses jalan ke sana juga jalannya lumayan bagus, dan mudah dijangkau ",tempat parkir luas enak juga selain lumba juga ada kebun binatang sama lautakses jalan ke sana juga jalannya lumayan bagus dan mudah dijangkau ,parkir luas enak lumba kebun binatang lautakses jalan jalannya lumayan bagus mudah dijangkau,"['parkir', 'luas', 'enak', 'lumba', 'kebun', 'binatang', 'lautakses', 'jalan', 'jalannya', 'lumayan', 'bagus', 'mudah', 'dijangkau']",parkir luas enak lumba kebun binatang lautakses jalan jalan lumayan bagus mudah jangkau
4,"Ok lah, sayang sekali jauh dr rumahku",ok lah sayang sekali jauh dr rumahku,ok sayang dr rumahku,"['ok', 'sayang', 'dr', 'rumahku']",ok sayang dr rumah
5,Bagus,bagus,bagus,['bagus'],bagus
5,"Sebuah kebun binatang yang berlokasi di pinggir pantai. SBJ berkonsep show dan edukasi yang menarik. Beberapa tampilan adalah show lumba², ragam satwa (anjing, burung kakatua, kucing, binturong, dll.), show gajah, show burung pemangsa, ",sebuah kebun binatang yang berlokasi di pinggir pantai sbj berkonsep show dan edukasi yang menarik beberapa tampilan adalah show lumba ragam satwa anjing burung kakatua kucing binturong dll show gajah show burung pemangsa ,kebun binatang berlokasi pinggir pantai sbj berkonsep show edukasi menarik tampilan show lumba ragam satwa anjing burung kakatua kucing binturong dll show gajah show burung pemangsa,"['kebun', 'binatang', 'berlokasi', 'pinggir', 'pantai', 'sbj', 'berkonsep', 'show', 'edukasi', 'menarik', 'tampilan', 'show', 'lumba', 'ragam', 'satwa', 'anjing', 'burung', 'kakatua', 'kucing', 'binturong', 'dll', 'show', 'gajah', 'show', 'burung', 'pemangsa']",kebun binatang lokasi pinggir pantai sbj konsep show edukasi tarik tampil show lumba ragam satwa anjing burung kakatua kucing binturong dll show gajah show burung mangsa
5,"Pertmuan LF IIBF disini...tmpt nyaman banget..blue resort nya menunya enak2 bgt...pantai bersih, tertata rapi,fasilitas lengkap...",pertmuan lf iibf disinitmpt nyaman bangetblue resort nya menunya enak2 bgtpantai bersih tertata rapifasilitas lengkap,pertmuan lf iibf disinitmpt nyaman bangetblue resort nya menunya enak2 bgtpantai bersih tertata rapifasilitas lengkap,"['pertmuan', 'lf', 'iibf', 'disinitmpt', 'nyaman', 'bangetblue', 'resort', 'nya', 'menunya', 'enak2', 'bgtpantai', 'bersih', 'tertata', 'rapifasilitas', 'lengkap']",pertmuan lf iibf disinitmpt nyaman bangetblue resort nya menu enak2 bgtpantai bersih tata rapifasilitas lengkap
5,Konsep dan tempatnya keren siih,konsep dan tempatnya keren siih,konsep tempatnya keren siih,"['konsep', 'tempatnya', 'keren', 'siih']",konsep tempat keren siih
4,Bagus .. pantainya bersih . Terawat,bagus  pantainya bersih  terawat,bagus pantainya bersih terawat,"['bagus', 'pantainya', 'bersih', 'terawat']",bagus pantai bersih awat
5,"Untuk pengunjung luar kota karena belum tahu akses jadi 1 dengan pantai Sigandu sudah ditarik biaya masuk di pos awal
Tiket masuk weekend 50 ribu per orang ",untuk pengunjung luar kota karena belum tahu akses jadi 1 dengan pantai sigandu sudah ditarik biaya masuk di pos awaltiket masuk weekend 50 ribu per orang ,pengunjung kota akses 1 pantai sigandu ditarik biaya masuk pos awaltiket masuk weekend 50 ribu orang,"['pengunjung', 'kota', 'akses', '1', 'pantai', 'sigandu', 'ditarik', 'biaya', 'masuk', 'pos', 'awaltiket', 'masuk', 'weekend', '50', 'ribu', 'orang']",unjung kota akses 1 pantai sigandu tarik biaya masuk pos awaltiket masuk weekend 50 ribu orang
5,Paling lengkap dan bagus,paling lengkap dan bagus,lengkap bagus,"['lengkap', 'bagus']",lengkap bagus
5,"Paket wisata yg lumayan lengkap, ada kebun binatang, pantai, dan yg paling ditunggu yaitu atraksi lumba-lumba, cocok utk keluarga.
Dengan harga tiket 65.000 (pas weekend) atau 50.000 (hari biasa) menurut aku n ",paket wisata yg lumayan lengkap ada kebun binatang pantai dan yg paling ditunggu yaitu atraksi lumbalumba cocok utk keluargadengan harga tiket 65000 pas weekend atau 50000 hari biasa menurut aku n ,paket wisata yg lumayan lengkap kebun binatang pantai yg ditunggu atraksi lumbalumba cocok utk keluargadengan harga tiket 65000 pas weekend 50000 n,"['paket', 'wisata', 'yg', 'lumayan', 'lengkap', 'kebun', 'binatang', 'pantai', 'yg', 'ditunggu', 'atraksi', 'lumbalumba', 'cocok', 'utk', 'keluargadengan', 'harga', 'tiket', '65000', 'pas', 'weekend', '50000', 'n']",paket wisata yg lumayan lengkap kebun binatang pantai yg tunggu atraksi lumbalumba cocok utk keluargadengan harga tiket 65000 pas weekend 50000 n
5,"Atraksi lumba lumbanya super hebat. Anak saya yang tadinya takut, sampai ingin foto bareng lumba lumba.",atraksi lumba lumbanya super hebat anak saya yang tadinya takut sampai ingin foto bareng lumba lumba,atraksi lumba lumbanya super hebat anak takut foto bareng lumba lumba,"['atraksi', 'lumba', 'lumbanya', 'super', 'hebat', 'anak', 'takut', 'foto', 'bareng', 'lumba', 'lumba']",atraksi lumba lumbanya super hebat anak takut foto bareng lumba lumba
